date,platform,campaign_id,campaign_name,ad_group_id,ad_group_name,impressions,clicks,spend,conversions,video_views,ctr,cpc,cpm,cpa,conversion_value,engagement_rate,likes,shares,comments,video_completion_rate
16-01-2024,Google,g_5002,Search_Generic_Terms,gad_6002,Product_Broad,45678,901,584.5,24,,0.0197,0.65,12.7961,24.3542,1200,,,,,
16-01-2024,Google,g_5003,Shopping_All_Products,gad_6003,Best_Sellers,70123,2378,435.8,69,,0.0339,0.18,6.2148,6.3159,3450,,,,,
16-01-2024,Google,g_5004,Display_Remarketing,gad_6004,Cart_Abandoners,132567,489,130.5,14,,0.0037,0.27,0.9844,9.3214,700,,,,,
16-01-2024,TikTok,tt_8001,Awareness_GenZ,ttad_9001,Dance_Challenge,289012,4234,556.7,43,234567,0.0146,0.1315,1.9262,12.9465,,0.0477,10345,2789,656,0.2184
16-01-2024,TikTok,tt_8002,Conversion_Focus,ttad_9002,Product_Demo,156789,3012,812.3,82,109876,0.0192,0.2697,5.1808,9.9061,,0.0466,5456,1567,289,0.2509
16-01-2024,TikTok,tt_8003,Traffic_Campaign,ttad_9003,Trending_Sounds,245678,3890,467.8,34,195678,0.0158,0.1203,1.9041,13.7588,,0.0467,8567,2345,567,0.234
16-01-2024,TikTok,tt_8004,Influencer_Collab,ttad_9004,Creator_Partnership,423456,6890,1056.8,107,356789,0.0163,0.1534,2.4957,9.8766,,0.061,18890,5456,1489,0.3062
17-01-2024,Facebook,fb_1001,Brand_Awareness_Q1,fbset_2001,Broad_Audience_18-35,51789,1089,152.3,18,9567,0.021,0.1399,2.9408,8.4611,,0.021,,,,
17-01-2024,Facebook,fb_1002,Conversions_Retargeting,fbset_2002,Cart_Abandoners,15234,734,264.7,46,1678,0.0482,0.3606,17.3756,5.7543,,0.0482,,,,
17-01-2024,Facebook,fb_1003,Traffic_Drive_Jan,fbset_2003,Lookalike_Purchasers,40123,1534,232.8,33,5456,0.0382,0.1518,5.8022,7.0545,,0.0382,,,,
17-01-2024,Facebook,fb_1004,Video_Views_Campaign,fbset_2004,Video_Enthusiasts,75890,278,98.5,8,51234,0.0037,0.3543,1.2979,12.3125,,0.0037,,,,
17-01-2024,Google,g_5001,Search_Brand_Terms,gad_6001,Brand_Exact,26789,1456,278.9,54,,0.0544,0.19,10.411,5.1648,2700,,,,,
17-01-2024,Google,g_5002,Search_Generic_Terms,gad_6002,Product_Broad,47234,967,605.6,25,,0.0205,0.63,12.8213,24.224,1250,,,,,
17-01-2024,Google,g_5003,Shopping_All_Products,gad_6003,Best_Sellers,72456,2489,450.7,72,,0.0344,0.18,6.2203,6.2597,3600,,,,,
17-01-2024,Google,g_5004,Display_Remarketing,gad_6004,Cart_Abandoners,138901,534,136.4,15,,0.0038,0.26,0.982,9.0933,750,,,,,
17-01-2024,TikTok,tt_8001,Awareness_GenZ,ttad_9001,Dance_Challenge,301234,4456,589.9,46,245678,0.0148,0.1324,1.9583,12.8239,,0.0477,10789,2901,689,0.2176
17-01-2024,TikTok,tt_8002,Conversion_Focus,ttad_9002,Product_Demo,167890,3234,845.6,85,117890,0.0193,0.2615,5.0366,9.9482,,0.0454,5678,1634,312,0.2508
17-01-2024,TikTok,tt_8003,Traffic_Campaign,ttad_9003,Trending_Sounds,256789,4012,489.2,36,201234,0.0156,0.1219,1.9051,13.5889,,0.0465,8901,2456,589,0.2347
17-01-2024,TikTok,tt_8004,Influencer_Collab,ttad_9004,Creator_Partnership,445678,7234,1123.5,113,378901,0.0162,0.1553,2.5209,9.9425,,0.0602,19567,5678,1567,0.3024
18-01-2024,Facebook,fb_1001,Brand_Awareness_Q1,fbset_2001,Broad_Audience_18-35,49567,1012,144.6,16,9123,0.0204,0.1429,2.9173,9.0375,,0.0204,,,,
18-01-2024,Facebook,fb_1002,Conversions_Retargeting,fbset_2002,Cart_Abandoners,14567,689,253.4,43,1489,0.0473,0.3678,17.3955,5.893,,0.0473,,,,
18-01-2024,Facebook,fb_1003,Traffic_Drive_Jan,fbset_2003,Lookalike_Purchasers,38901,1456,224.5,31,5234,0.0374,0.1542,5.7711,7.2419,,0.0374,,,,
18-01-2024,Facebook,fb_1004,Video_Views_Campaign,fbset_2004,Video_Enthusiasts,72345,261,92.7,7,48567,0.0036,0.3552,1.2814,13.2429,,0.0036,,,,
18-01-2024,Google,g_5001,Search_Brand_Terms,gad_6001,Brand_Exact,25789,1389,265.2,52,,0.0538,0.19,10.2835,5.1,2600,,,,,
18-01-2024,Google,g_5002,Search_Generic_Terms,gad_6002,Product_Broad,46123,923,590.3,24,,0.02,0.64,12.7984,24.5958,1200,,,,,
18-01-2024,Google,g_5003,Shopping_All_Products,gad_6003,Best_Sellers,71567,2412,442.3,70,,0.0337,0.18,6.1802,6.3186,3500,,,,,
18-01-2024,Google,g_5004,Display_Remarketing,gad_6004,Cart_Abandoners,135234,501,133.6,14,,0.0037,0.27,0.9879,9.5429,700,,,,,
18-01-2024,TikTok,tt_8001,Awareness_GenZ,ttad_9001,Dance_Challenge,290123,4189,567.8,44,236789,0.0144,0.1355,1.9571,12.9045,,0.0481,10456,2812,678,0.2211
18-01-2024,TikTok,tt_8002,Conversion_Focus,ttad_9002,Product_Demo,161234,3089,823.7,83,113456,0.0192,0.2667,5.1087,9.9241,,0.046,5523,1589,301,0.2489
18-01-2024,TikTok,tt_8003,Traffic_Campaign,ttad_9003,Trending_Sounds,248901,3934,478.5,35,195234,0.0158,0.1216,1.9225,13.6714,,0.0471,8734,2401,578,0.2368
18-01-2024,TikTok,tt_8004,Influencer_Collab,ttad_9004,Creator_Partnership,434567,7012,1089.3,109,367890,0.0161,0.1553,2.5066,9.9936,,0.0605,19234,5534,1523,0.3024
19-01-2024,Facebook,fb_1001,Brand_Awareness_Q1,fbset_2001,Broad_Audience_18-35,47890,967,138.4,15,8789,0.0202,0.1431,2.89,9.2267,,0.0202,,,,
19-01-2024,Facebook,fb_1002,Conversions_Retargeting,fbset_2002,Cart_Abandoners,13890,634,235.8,40,1378,0.0456,0.3719,16.9762,5.895,,0.0457,,,,
19-01-2024,Facebook,fb_1003,Traffic_Drive_Jan,fbset_2003,Lookalike_Purchasers,37234,1367,209.9,28,5012,0.0367,0.1535,5.6373,7.4964,,0.0367,,,,
19-01-2024,Facebook,fb_1004,Video_Views_Campaign,fbset_2004,Video_Enthusiasts,70123,253,89.4,6,47234,0.0036,0.3534,1.2749,14.9,,0.0036,,,,
19-01-2024,Google,g_5001,Search_Brand_Terms,gad_6001,Brand_Exact,24567,1289,246.8,48,,0.0525,0.19,10.046,5.1417,2400,,,,,
19-01-2024,Google,g_5002,Search_Generic_Terms,gad_6002,Product_Broad,44890,890,574.7,23,,0.0198,0.65,12.8024,24.987,1150,,,,,
19-01-2024,Google,g_5003,Shopping_All_Products,gad_6003,Best_Sellers,69234,2301,423.5,67,,0.0332,0.18,6.1169,6.3209,3350,,,,,
19-01-2024,Google,g_5004,Display_Remarketing,gad_6004,Cart_Abandoners,131567,478,129.4,13,,0.0036,0.27,0.9835,9.9538,650,,,,,
19-01-2024,TikTok,tt_8001,Awareness_GenZ,ttad_9001,Dance_Challenge,278901,4123,545.6,42,229234,0.0148,0.1323,1.9562,12.9905,,0.0483,10123,2712,645,0.2191
19-01-2024,TikTok,tt_8002,Conversion_Focus,ttad_9002,Product_Demo,153456,2945,789.2,79,107890,0.0192,0.268,5.1428,9.9899,,0.0454,5234,1456,278,0.2492
19-01-2024,TikTok,tt_8003,Traffic_Campaign,ttad_9003,Trending_Sounds,236789,3734,456.8,33,187890,0.0158,0.1223,1.9291,13.8424,,0.0476,8456,2267,545,0.2331
19-01-2024,TikTok,tt_8004,Influencer_Collab,ttad_9004,Creator_Partnership,423456,6789,1034.5,104,356789,0.016,0.1524,2.443,9.9471,,0.0604,18756,5345,1456,0.3024
20-01-2024,Facebook,fb_1001,Brand_Awareness_Q1,fbset_2001,Broad_Audience_18-35,43234,878,125.7,13,7890,0.0203,0.1432,2.9074,9.6692,,0.0203,,,,
20-01-2024,Facebook,fb_1002,Conversions_Retargeting,fbset_2002,Cart_Abandoners,11890,545,202.3,34,1156,0.0458,0.3712,17.0143,5.95,,0.0458,,,,
20-01-2024,Facebook,fb_1003,Traffic_Drive_Jan,fbset_2003,Lookalike_Purchasers,34567,1234,189.6,24,4567,0.0357,0.1536,5.485,7.9,,0.0357,,,,
20-01-2024,Facebook,fb_1004,Video_Views_Campaign,fbset_2004,Video_Enthusiasts,65234,234,81.2,5,43567,0.0036,0.347,1.2447,16.24,,0.0036,,,,
20-01-2024,Google,g_5001,Search_Brand_Terms,gad_6001,Brand_Exact,22345,1123,214.5,42,,0.0503,0.19,9.5995,5.1071,2100,,,,,
20-01-2024,Google,g_5002,Search_Generic_Terms,gad_6002,Product_Broad,40567,812,520.4,20,,0.02,0.64,12.8282,26.02,1000,,,,,
20-01-2024,Google,g_5003,Shopping_All_Products,gad_6003,Best_Sellers,64890,2067,376.8,59,,0.0319,0.18,5.8067,6.3864,2950,,,,,
20-01-2024,Google,g_5004,Display_Remarketing,gad_6004,Cart_Abandoners,124567,445,122.3,12,,0.0036,0.27,0.9818,10.1917,600,,,,,
20-01-2024,TikTok,tt_8001,Awareness_GenZ,ttad_9001,Dance_Challenge,256234,3701,490.5,38,209234,0.0144,0.1325,1.9143,12.9079,,0.0474,9123,2423,601,0.2226
20-01-2024,TikTok,tt_8002,Conversion_Focus,ttad_9002,Product_Demo,142345,2678,734.5,73,97890,0.0188,0.2743,5.16,10.0616,,0.0458,4901,1356,256,0.2543
20-01-2024,TikTok,tt_8003,Traffic_Campaign,ttad_9003,Trending_Sounds,218901,3456,414.4,29,173456,0.0158,0.1199,1.8931,14.2897,,0.049,8012,2201,523,0.2339
20-01-2024,TikTok,tt_8004,Influencer_Collab,ttad_9004,Creator_Partnership,389012,6234,967.8,98,321234,0.016,0.1552,2.4878,9.8755,,0.0595,16901,4912,1345,0.3034
21-01-2024,Facebook,fb_1001,Brand_Awareness_Q1,fbset_2001,Broad_Audience_18-35,41567,823,118.9,12,7456,0.0198,0.1445,2.8604,9.9083,,0.0198,,,,
21-01-2024,Facebook,fb_1002,Conversions_Retargeting,fbset_2002,Cart_Abandoners,10234,467,178.4,30,945,0.0456,0.382,17.4321,5.9467,,0.0456,,,,
21-01-2024,Facebook,fb_1003,Traffic_Drive_Jan,fbset_2003,Lookalike_Purchasers,32890,1178,171.2,22,3789,0.0358,0.1453,5.2052,7.7818,,0.0358,,,,
21-01-2024,Facebook,fb_1004,Video_Views_Campaign,fbset_2004,Video_Enthusiasts,62345,223,76.3,4,41234,0.0036,0.3422,1.2238,19.075,,0.0036,,,,
21-01-2024,Google,g_5001,Search_Brand_Terms,gad_6001,Brand_Exact,21567,1089,207.8,41,,0.0505,0.19,9.6351,5.0683,2050,,,,,
21-01-2024,Google,g_5002,Search_Generic_Terms,gad_6002,Product_Broad,38901,778,498.7,19,,0.02,0.64,12.8197,26.2474,950,,,,,
21-01-2024,Google,g_5003,Shopping_All_Products,gad_6003,Best_Sellers,62345,1989,365.4,57,,0.0319,0.18,5.8609,6.4105,2850,,,,,
21-01-2024,Google,g_5004,Display_Remarketing,gad_6004,Cart_Abandoners,118234,423,116.2,11,,0.0036,0.27,0.9828,10.5636,550,,,,,
21-01-2024,TikTok,tt_8001,Awareness_GenZ,ttad_9001,Dance_Challenge,234567,3456,445.7,34,195234,0.0147,0.129,1.9001,13.1088,,0.0491,8756,2234,534,0.2232
21-01-2024,TikTok,tt_8002,Conversion_Focus,ttad_9002,Product_Demo,128901,2456,678.9,67,89234,0.0191,0.2764,5.2668,10.1328,,0.0468,4567,1234,234,0.2629
21-01-2024,TikTok,tt_8003,Traffic_Campaign,ttad_9003,Trending_Sounds,201234,3123,374.5,26,157890,0.0155,0.1199,1.861,14.4038,,0.049,7345,2034,489,0.2372
21-01-2024,TikTok,tt_8004,Influencer_Collab,ttad_9004,Creator_Partnership,367890,6012,923.4,94,301234,0.0163,0.1536,2.51,9.8234,,0.0606,16234,4789,1289,0.3102
22-01-2024,Facebook,fb_1001,Brand_Awareness_Q1,fbset_2001,Broad_Audience_18-35,45234,912,129.8,14,8234,0.0202,0.1423,2.8695,9.2714,,0.0202,,,,
22-01-2024,Facebook,fb_1002,Conversions_Retargeting,fbset_2002,Cart_Abandoners,12456,567,209.6,36,1234,0.0455,0.3697,16.8272,5.8222,,0.0455,,,,
22-01-2024,Facebook,fb_1003,Traffic_Drive_Jan,fbset_2003,Lookalike_Purchasers,35123,1267,194.5,26,4345,0.0361,0.1535,5.5377,7.4808,,0.0361,,,,
22-01-2024,Facebook,fb_1004,Video_Views_Campaign,fbset_2004,Video_Enthusiasts,66789,245,84.7,5,44567,0.0037,0.3457,1.2682,16.94,,0.0037,,,,
22-01-2024,Google,g_5001,Search_Brand_Terms,gad_6001,Brand_Exact,24234,1267,241.2,47,,0.0523,0.19,9.953,5.1319,2350,,,,,
22-01-2024,Google,g_5002,Search_Generic_Terms,gad_6002,Product_Broad,42890,845,549.3,22,,0.0197,0.65,12.8072,24.9682,1100,,,,,
22-01-2024,Google,g_5003,Shopping_All_Products,gad_6003,Best_Sellers,66789,2223,407.9,64,,0.0333,0.18,6.1073,6.3734,3200,,,,,
22-01-2024,Google,g_5004,Display_Remarketing,gad_6004,Cart_Abandoners,127890,456,125.6,13,,0.0036,0.28,0.9821,9.6615,650,,,,,
22-01-2024,TikTok,tt_8001,Awareness_GenZ,ttad_9001,Dance_Challenge,267890,3945,523.4,40,221234,0.0147,0.1327,1.9538,13.085,,0.0487,9789,2634,623,0.2225
22-01-2024,TikTok,tt_8002,Conversion_Focus,ttad_9002,Product_Demo,148901,2834,767.5,77,103456,0.019,0.2708,5.1544,9.9675,,0.0461,5123,1456,278,0.2493
22-01-2024,TikTok,tt_8003,Traffic_Campaign,ttad_9003,Trending_Sounds,228901,3634,441.9,31,182345,0.0159,0.1216,1.9305,14.2548,,0.0494,8456,2301,545,0.2347
22-01-2024,TikTok,tt_8004,Influencer_Collab,ttad_9004,Creator_Partnership,398567,6534,998.7,98,332345,0.0164,0.1528,2.5057,10.1908,,0.0606,17756,5012,1389,0.2996
23-01-2024,Facebook,fb_1001,Brand_Awareness_Q1,fbset_2001,Broad_Audience_18-35,48567,989,140.3,15,8945,0.0204,0.1419,2.8888,9.3533,,0.0204,,,,
23-01-2024,Facebook,fb_1002,Conversions_Retargeting,fbset_2002,Cart_Abandoners,13789,623,229.8,38,1489,0.0452,0.3689,16.6655,6.0474,,0.0452,,,,
23-01-2024,Facebook,fb_1003,Traffic_Drive_Jan,fbset_2003,Lookalike_Purchasers,37456,1389,213.4,29,4890,0.0371,0.1536,5.6974,7.3586,,0.0371,,,,
23-01-2024,Facebook,fb_1004,Video_Views_Campaign,fbset_2004,Video_Enthusiasts,71234,256,90.5,6,48123,0.0036,0.3535,1.2705,15.0833,,0.0036,,,,
23-01-2024,Google,g_5001,Search_Brand_Terms,gad_6001,Brand_Exact,25678,1356,259.4,51,,0.0528,0.19,10.102,5.0863,2550,,,,,
23-01-2024,Google,g_5002,Search_Generic_Terms,gad_6002,Product_Broad,45123,912,577.8,24,,0.0202,0.63,12.805,24.075,1200,,,,,
23-01-2024,Google,g_5003,Shopping_All_Products,gad_6003,Best_Sellers,70234,2389,432.6,69,,0.034,0.18,6.1594,6.2696,3450,,,,,
23-01-2024,Google,g_5004,Display_Remarketing,gad_6004,Cart_Abandoners,133456,489,131.2,14,,0.0037,0.27,0.9831,9.3714,700,,,,,
23-01-2024,TikTok,tt_8001,Awareness_GenZ,ttad_9001,Dance_Challenge,289012,4234,556.7,43,234567,0.0146,0.1315,1.9262,12.9465,,0.0477,10345,2789,656,0.2184
23-01-2024,TikTok,tt_8002,Conversion_Focus,ttad_9002,Product_Demo,156789,3012,812.3,82,109876,0.0192,0.2697,5.1808,9.9061,,0.0466,5456,1567,289,0.2509
23-01-2024,TikTok,tt_8003,Traffic_Campaign,ttad_9003,Trending_Sounds,245678,3890,467.8,34,195678,0.0158,0.1203,1.9041,13.7588,,0.0467,8567,2345,567,0.234
23-01-2024,TikTok,tt_8004,Influencer_Collab,ttad_9004,Creator_Partnership,423456,6890,1056.8,107,356789,0.0163,0.1534,2.4957,9.8766,,0.061,18890,5456,1489,0.3062
24-01-2024,Facebook,fb_1001,Brand_Awareness_Q1,fbset_2001,Broad_Audience_18-35,51234,1067,149.7,17,9234,0.0208,0.1403,2.9219,8.8059,,0.0208,,,,
24-01-2024,Facebook,fb_1002,Conversions_Retargeting,fbset_2002,Cart_Abandoners,14890,712,251.6,43,1578,0.0478,0.3534,16.8972,5.8512,,0.0478,,,,
24-01-2024,Facebook,fb_1003,Traffic_Drive_Jan,fbset_2003,Lookalike_Purchasers,39234,1489,227.9,32,5234,0.038,0.1531,5.8087,7.1219,,0.0379,,,,
24-01-2024,Facebook,fb_1004,Video_Views_Campaign,fbset_2004,Video_Enthusiasts,74567,267,95.8,7,50234,0.0036,0.3588,1.2848,13.6857,,0.0036,,,,
24-01-2024,Google,g_5001,Search_Brand_Terms,gad_6001,Brand_Exact,27123,1434,274.3,55,,0.0529,0.19,10.1132,4.9873,2750,,,,,
24-01-2024,Google,g_5002,Search_Generic_Terms,gad_6002,Product_Broad,47890,978,613.5,26,,0.0204,0.63,12.8106,23.5962,1300,,,,,
24-01-2024,Google,g_5003,Shopping_All_Products,gad_6003,Best_Sellers,73456,2501,456.7,73,,0.034,0.18,6.2173,6.2562,3650,,,,,
24-01-2024,Google,g_5004,Display_Remarketing,gad_6004,Cart_Abandoners,139234,523,136.8,15,,0.0038,0.26,0.9825,9.12,750,,,,,
24-01-2024,TikTok,tt_8001,Awareness_GenZ,ttad_9001,Dance_Challenge,312345,4567,623.4,48,256789,0.0146,0.1365,1.9959,12.9875,,0.0479,11234,3012,723,0.219
24-01-2024,TikTok,tt_8002,Conversion_Focus,ttad_9002,Product_Demo,172345,3345,867.9,87,123456,0.0194,0.2595,5.0358,9.9759,,0.0458,5890,1678,334,0.2494
24-01-2024,TikTok,tt_8003,Traffic_Campaign,ttad_9003,Trending_Sounds,267890,4123,512.6,37,212345,0.0154,0.1243,1.9135,13.8541,,0.0459,9123,2567,612,0.2319
24-01-2024,TikTok,tt_8004,Influencer_Collab,ttad_9004,Creator_Partnership,456789,7456,1167.8,118,389012,0.0163,0.1566,2.5565,9.8966,,0.0608,20234,5912,1623,0.3039
25-01-2024,Facebook,fb_1001,Brand_Awareness_Q1,fbset_2001,Broad_Audience_18-35,52789,1123,156.4,18,9567,0.0213,0.1393,2.9627,8.6889,,0.0213,,,,
25-01-2024,Facebook,fb_1002,Conversions_Retargeting,fbset_2002,Cart_Abandoners,15678,756,268.9,47,1678,0.0482,0.3557,17.1514,5.7213,,0.0482,,,,
25-01-2024,Facebook,fb_1003,Traffic_Drive_Jan,fbset_2003,Lookalike_Purchasers,40567,1567,238.6,34,5456,0.0386,0.1523,5.8816,7.0176,,0.0386,,,,
25-01-2024,Facebook,fb_1004,Video_Views_Campaign,fbset_2004,Video_Enthusiasts,76890,278,99.2,8,51567,0.0036,0.3568,1.2902,12.4,,0.0036,,,,
25-01-2024,Google,g_5001,Search_Brand_Terms,gad_6001,Brand_Exact,28234,1512,287.6,58,,0.0535,0.19,10.1863,4.9586,2900,,,,,
25-01-2024,Google,g_5002,Search_Generic_Terms,gad_6002,Product_Broad,49567,1012,634.2,27,,0.0204,0.63,12.7948,23.4889,1350,,,,,
25-01-2024,Google,g_5003,Shopping_All_Products,gad_6003,Best_Sellers,75234,2567,467.8,75,,0.0341,0.18,6.2179,6.2373,3750,,,,,
25-01-2024,Google,g_5004,Display_Remarketing,gad_6004,Cart_Abandoners,142345,545,139.9,16,,0.0038,0.26,0.9828,8.7438,800,,,,,
25-01-2024,TikTok,tt_8001,Awareness_GenZ,ttad_9001,Dance_Challenge,323456,4789,645.7,50,267890,0.0148,0.1348,1.9963,12.914,,0.0477,11567,3134,734,0.2199
25-01-2024,TikTok,tt_8002,Conversion_Focus,ttad_9002,Product_Demo,178901,3456,889.5,89,128901,0.0193,0.2574,4.972,9.9944,,0.0458,6123,1734,345,0.2509
25-01-2024,TikTok,tt_8003,Traffic_Campaign,ttad_9003,Trending_Sounds,278901,4234,534.2,39,223456,0.0152,0.1262,1.9154,13.6974,,0.0456,9456,2634,623,0.2318
25-01-2024,TikTok,tt_8004,Influencer_Collab,ttad_9004,Creator_Partnership,467890,7623,1189.4,120,401234,0.0163,0.156,2.5421,9.9117,,0.0609,20789,6034,1678,0.3049
26-01-2024,Facebook,fb_1001,Brand_Awareness_Q1,fbset_2001,Broad_Audience_18-35,50123,1034,147.5,17,9123,0.0206,0.1426,2.9428,8.6765,,0.0206,,,,
26-01-2024,Facebook,fb_1002,Conversions_Retargeting,fbset_2002,Cart_Abandoners,14234,689,254.7,44,1456,0.0484,0.3697,17.8938,5.7886,,0.0484,,,,
26-01-2024,Facebook,fb_1003,Traffic_Drive_Jan,fbset_2003,Lookalike_Purchasers,38890,1445,231.2,32,5123,0.0372,0.16,5.945,7.225,,0.0372,,,,
26-01-2024,Facebook,fb_1004,Video_Views_Campaign,fbset_2004,Video_Enthusiasts,73456,261,94.6,7,49234,0.0036,0.3625,1.2878,13.5143,,0.0036,,,,
26-01-2024,Google,g_5001,Search_Brand_Terms,gad_6001,Brand_Exact,26789,1378,263.4,53,,0.0515,0.19,9.8324,4.9698,2650,,,,,
26-01-2024,Google,g_5002,Search_Generic_Terms,gad_6002,Product_Broad,47234,945,605.6,25,,0.02,0.64,12.8213,24.224,1250,,,,,
26-01-2024,Google,g_5003,Shopping_All_Products,gad_6003,Best_Sellers,72890,2434,450.2,71,,0.0334,0.18,6.1764,6.3408,3550,,,,,
26-01-2024,Google,g_5004,Display_Remarketing,gad_6004,Cart_Abandoners,138567,512,136.2,15,,0.0037,0.27,0.9829,9.08,750,,,,,
26-01-2024,TikTok,tt_8001,Awareness_GenZ,ttad_9001,Dance_Challenge,301234,4456,589.9,46,245678,0.0148,0.1324,1.9583,12.8239,,0.0477,10789,2901,689,0.2176
26-01-2024,TikTok,tt_8002,Conversion_Focus,ttad_9002,Product_Demo,167890,3234,845.6,85,117890,0.0193,0.2615,5.0366,9.9482,,0.0454,5678,1634,312,0.2508
26-01-2024,TikTok,tt_8003,Traffic_Campaign,ttad_9003,Trending_Sounds,256789,4012,489.2,36,201234,0.0156,0.1219,1.9051,13.5889,,0.0465,8901,2456,589,0.2347
26-01-2024,TikTok,tt_8004,Influencer_Collab,ttad_9004,Creator_Partnership,445678,7234,1123.5,113,378901,0.0162,0.1553,2.5209,9.9425,,0.0602,19567,5678,1567,0.3024
27-01-2024,Facebook,fb_1001,Brand_Awareness_Q1,fbset_2001,Broad_Audience_18-35,46234,934,133.8,15,8456,0.0202,0.1433,2.894,8.92,,0.0202,,,,
27-01-2024,Facebook,fb_1002,Conversions_Retargeting,fbset_2002,Cart_Abandoners,12567,567,209.4,36,1267,0.0451,0.3693,16.6627,5.8167,,0.0451,,,,
27-01-2024,Facebook,fb_1003,Traffic_Drive_Jan,fbset_2003,Lookalike_Purchasers,35890,1289,197.8,27,4567,0.0359,0.1535,5.5113,7.3259,,0.0359,,,,
27-01-2024,Facebook,fb_1004,Video_Views_Campaign,fbset_2004,Video_Enthusiasts,68234,245,85.9,5,45678,0.0036,0.3506,1.2589,17.18,,0.0036,,,,
27-01-2024,Google,g_5001,Search_Brand_Terms,gad_6001,Brand_Exact,25234,1312,250.3,49,,0.052,0.19,9.9192,5.1082,2450,,,,,
27-01-2024,Google,g_5002,Search_Generic_Terms,gad_6002,Product_Broad,45678,901,584.5,24,,0.0197,0.65,12.7961,24.3542,1200,,,,,
27-01-2024,Google,g_5003,Shopping_All_Products,gad_6003,Best_Sellers,70123,2356,431.2,68,,0.0336,0.18,6.1492,6.3412,3400,,,,,
27-01-2024,Google,g_5004,Display_Remarketing,gad_6004,Cart_Abandoners,134890,489,132.7,14,,0.0036,0.27,0.9838,9.4786,700,,,,,
27-01-2024,TikTok,tt_8001,Awareness_GenZ,ttad_9001,Dance_Challenge,278901,4123,545.6,42,229234,0.0148,0.1323,1.9562,12.9905,,0.0483,10123,2712,645,0.2191
27-01-2024,TikTok,tt_8002,Conversion_Focus,ttad_9002,Product_Demo,153456,2945,789.2,79,107890,0.0192,0.268,5.1428,9.9899,,0.0454,5234,1456,278,0.2492
27-01-2024,TikTok,tt_8003,Traffic_Campaign,ttad_9003,Trending_Sounds,236789,3734,456.8,33,187890,0.0158,0.1223,1.9291,13.8424,,0.0476,8456,2267,545,0.2331
27-01-2024,TikTok,tt_8004,Influencer_Collab,ttad_9004,Creator_Partnership,423456,6789,1034.5,104,356789,0.016,0.1524,2.443,9.9471,,0.0604,18756,5345,1456,0.3024
28-01-2024,Facebook,fb_1001,Brand_Awareness_Q1,fbset_2001,Broad_Audience_18-35,44567,890,127.6,13,8123,0.02,0.1434,2.8631,9.8154,,0.02,,,,
28-01-2024,Facebook,fb_1002,Conversions_Retargeting,fbset_2002,Cart_Abandoners,11456,523,192.3,33,1089,0.0457,0.3677,16.786,5.8273,,0.0457,,,,
28-01-2024,Facebook,fb_1003,Traffic_Drive_Jan,fbset_2003,Lookalike_Purchasers,33567,1203,184.5,25,4123,0.0358,0.1534,5.4965,7.38,,0.0358,,,,
28-01-2024,Facebook,fb_1004,Video_Views_Campaign,fbset_2004,Video_Enthusiasts,65789,234,80.4,4,43890,0.0036,0.3436,1.2221,20.1,,0.0036,,,,
28-01-2024,Google,g_5001,Search_Brand_Terms,gad_6001,Brand_Exact,23567,1189,226.8,44,,0.0505,0.19,9.6236,5.1545,2200,,,,,
28-01-2024,Google,g_5002,Search_Generic_Terms,gad_6002,Product_Broad,42890,834,549.3,21,,0.0195,0.66,12.8072,26.1571,1050,,,,,
28-01-2024,Google,g_5003,Shopping_All_Products,gad_6003,Best_Sellers,66234,2167,395.8,61,,0.0327,0.18,5.9758,6.4885,3050,,,,,
28-01-2024,Google,g_5004,Display_Remarketing,gad_6004,Cart_Abandoners,127345,445,125.1,12,,0.0035,0.28,0.9824,10.425,600,,,,,
28-01-2024,TikTok,tt_8001,Awareness_GenZ,ttad_9001,Dance_Challenge,267890,3945,501.2,40,221234,0.0147,0.127,1.8709,12.53,,0.0487,9789,2634,623,0.2225
28-01-2024,TikTok,tt_8002,Conversion_Focus,ttad_9002,Product_Demo,148901,2834,756.7,76,101234,0.019,0.267,5.0819,9.9566,,0.045,5012,1423,267,0.2493
28-01-2024,TikTok,tt_8003,Traffic_Campaign,ttad_9003,Trending_Sounds,223456,3567,427.7,30,178901,0.016,0.1199,1.914,14.2567,,0.0494,8234,2267,534,0.2336
28-01-2024,TikTok,tt_8004,Influencer_Collab,ttad_9004,Creator_Partnership,401234,6456,989.9,101,332345,0.0161,0.1533,2.4671,9.801,,0.0589,17234,5012,1378,0.2996
29-01-2024,Facebook,fb_1001,Brand_Awareness_Q1,fbset_2001,Broad_Audience_18-35,47890,967,138.4,15,8789,0.0202,0.1431,2.89,9.2267,,0.0202,,,,
29-01-2024,Facebook,fb_1002,Conversions_Retargeting,fbset_2002,Cart_Abandoners,13234,612,226.5,39,1345,0.0462,0.3701,17.115,5.8077,,0.0463,,,,
29-01-2024,Facebook,fb_1003,Traffic_Drive_Jan,fbset_2003,Lookalike_Purchasers,36234,1334,203.7,28,4678,0.0368,0.1527,5.6218,7.275,,0.0368,,,,
29-01-2024,Facebook,fb_1004,Video_Views_Campaign,fbset_2004,Video_Enthusiasts,69567,253,88.7,6,46890,0.0036,0.3506,1.275,14.7833,,0.0036,,,,
29-01-2024,Google,g_5001,Search_Brand_Terms,gad_6001,Brand_Exact,24890,1278,244.2,47,,0.0513,0.19,9.8112,5.1957,2350,,,,,
